,ID,specz,u_flux,u_err,g_flux,g_err,r_flux,r_err,i_flux,i_err,z_flux,z_err,JUV_flux,JUV_err,KUV_flux,KUV_err,K_flux,K_err,ch1_flux,ch1_err,ch2_flux,ch2_err
10,30682,0.9628,0.0024590601678937674,0.0002089761255774647,0.0030978627037256956,0.00012225618411321193,0.0035305942874401808,0.00014055080828256905,0.009127532131969929,0.0007226663292385638,0.015223953872919083,0.0012141972547397017,0.02350017056487492,0.004024247526143765,0.04668114936430268,0.004394984193725066,0.04811128971678146,0.0010657289242780449,0.0662589967250824,0.003402081783860922,0.056572869420051575,0.003080208320170641
11,7709,0.2856051,0.01785554178059101,0.0006343261920846999,0.04640909656882286,0.001540719298645854,0.13333816826343536,0.004329384304583073,0.1634613573551178,0.00528783118352294,0.19714367389678955,0.006390308495610952,0.30311271633977305,0.0034658990762298433,0.4469671171111984,0.0036794536635686315,0.4693558174684244,0.0030608634031894276,0.2536819577217102,0.012225355952978134,0.2434207648038864,0.012140410020947456
12,2690,0.5868143,0.00500749284401536,0.0002672483096830547,0.009309531189501286,0.0005371600273065269,0.03178715333342552,0.0012930777156725526,0.05374952778220177,0.0018976335413753986,0.07398068904876709,0.0024900385178625584,0.12026142422391209,0.004118020547018599,0.2215291638103234,0.003609438584045245,0.24284139320517964,0.0021687970821781507,0.22719930112361908,0.011158592067658901,0.17814649641513824,0.009048068895936012
13,10467,-99.0,0.0019289456540718675,0.00012751512986142188,0.0035897893831133842,0.00027312885504215956,0.011027371510863304,0.0005680997273884714,0.023243488743901253,0.0008384069078601897,0.0327172689139843,0.0012161281192675233,0.05222835429889972,0.00441360646497499,0.08510746431383501,0.00433046283791469,0.10973816972635206,0.0014579449589498775,0.11404071748256683,0.006143545266240835,0.08392497897148132,0.004272932186722755
14,28170,1.067174,0.04216143116354942,0.0015353686176240444,0.0377446711063385,0.0018416111124679446,0.049855493009090424,0.001656148349866271,0.052252888679504395,0.001741273095831275,0.059759315103292465,0.0020520256366580725,0.05964738804042201,0.004417742805812182,0.10462694744251508,0.004216781206734147,0.10837427607792426,0.0010505918684916894,0.20954124629497528,0.00977798830717802,0.2864457964897156,0.013301503844559193
15,29222,0.2659793,0.006049799732863903,0.0002417551731923595,0.014871075749397278,0.0005941918352618814,0.04307304695248604,0.001479709637351334,0.06398481875658035,0.0021127036307007074,0.07881946861743927,0.0026393437292426825,0.1235189819741811,0.004097382998616309,0.20966452926374746,0.00365040017672314,0.2078204092045395,0.0012220431676007385,0.10812157392501831,0.005251429975032806,0.10271422564983368,0.005060188472270966
16,5226,0.6558579,0.000131667940877378,4.246292155585252e-05,0.0015642642974853516,0.00044093962060287595,0.007343146950006485,0.00041419145418331027,0.02114635892212391,0.0008252871339209378,0.031167061999440193,0.0012310767779126763,0.053560121402012176,0.004415901365939588,0.11366521925167773,0.004159897077398762,0.12201900058648395,0.0016609999688902777,0.13384632766246796,0.006976773496717215,0.10048000514507294,0.005378936883062124
17,8930,2.0783,0.02011401578783989,0.0007233262876980007,0.016609665006399155,0.0006037922576069832,0.016950590535998344,0.0007329366635531187,0.02241005375981331,0.0008631109376437962,0.025500968098640442,0.0012228154810145497,0.024294849954269285,0.004050590536534334,0.04038417755534789,0.004351485325193794,0.04383097113969433,0.001055303874032309,0.05768904089927673,0.003054714761674404,0.07553347200155258,0.0034819268621504307
18,15153,0.4822131,0.016702402383089066,0.0005666206707246602,0.020796580240130424,0.0006742861005477607,0.026664672419428825,0.000921771046705544,0.038993917405605316,0.0013040859485045075,0.05060388892889023,0.0017232553800567985,0.04613363116619814,0.004392247020847723,0.07466463204652166,0.00437921927019139,0.07362849488911614,0.001756586285114684,0.1255778670310974,0.0060270242393016815,0.16727639734745026,0.00785739440470934
19,17562,0.403169,0.0009704236872494221,9.025865438161418e-05,0.004645396489650011,0.0001670507190283388,0.027296558022499084,0.0009694908512756228,0.060098662972450256,0.0020145170856267214,0.0942922905087471,0.0031309660989791155,0.16808407977125026,0.0038359311512378897,0.35430961214893764,0.003484213550925946,0.3416263201089853,0.0014477967631488877,0.45256099104881287,0.02102755755186081,0.5226520895957947,0.024120204150676727
20,9476,0.4878564,0.0024348637089133263,0.00018742108659353107,0.003574044443666935,0.00030145261553116143,0.006618300918489695,0.0003299659874755889,0.0108528146520257,0.0005155524704605341,0.014184909872710705,0.0007647450547665358,0.017975018334746237,0.003789884166868114,0.031699209447121006,0.004234171103280719,0.03213543346483775,0.0010721400618055384,0.03283345699310303,0.0022439006716012955,0.032691244035959244,0.0022678161039948463
21,29936,1.002,0.01625167392194271,0.0005385256954468787,0.01585814543068409,0.0005167506751604378,0.0235206950455904,0.0009474928956478834,0.03475295752286911,0.0014060429530218244,0.05687064304947853,0.0024702760856598616,-99.0,-99.0,-99.0,-99.0,0.10581725478222741,0.001334073812794462,0.1637817770242691,0.008439375087618828,0.14432023465633392,0.007395612075924873
22,26246,2.235,0.0074304500594735146,0.00031496596056967974,0.008808258920907974,0.00037276805960573256,0.010539045557379723,0.0005184605834074318,0.011931223794817924,0.0005208475631661713,0.015343626961112022,0.0007343161851167679,0.01833589029813909,0.003808449777036638,0.025305959510743326,0.004081941785899809,0.02554840933637924,0.0008053521195142398,0.03603070229291916,0.002894246717914939,0.040315669029951096,0.00238988921046257
23,24055,-99.0,0.02755032666027546,0.0009030272485688329,0.024863166734576225,0.0008362942608073354,0.032564129680395126,0.001158726285211742,0.03140070661902428,0.001081553054973483,0.034353699535131454,0.0012658677296712995,0.046116209894736054,0.004392156987091936,0.09029336175618326,0.004302317073886498,0.07828514437841004,0.0013942910220863874,0.1427779644727707,0.007071652449667454,0.15474839508533478,0.00734169315546751
24,3767,0.5972045,0.0032218019478023052,0.00028340722201392055,0.006740220822393894,0.0005289286491461098,0.023231467232108116,0.0009611272253096104,0.04075407609343529,0.00140359066426754,0.05377135053277016,0.0019491276470944285,0.08837877170822331,0.0043129429060172345,0.1609517522880719,0.003874037113936388,0.1748202496238811,0.0015560260207379529,0.2016804814338684,0.009639599360525608,0.20601245760917664,0.009850486181676388
25,12539,1.0811,0.004960749763995409,0.00020138286345172673,0.0052782390266656876,0.00018879763956647366,0.008148979395627975,0.00041889771819114685,0.00946529395878315,0.00048774832976050675,0.011435100808739662,0.0006863903836347163,0.016783239553144667,0.003724585471672618,0.031799102013538874,0.004236023014436325,0.036133149346913286,0.0011389185014330507,0.057238806039094925,0.003007609397172928,0.06015894562005997,0.003299074014648795
26,11354,0.792,0.012056173756718636,0.0004309086943976581,0.015119179151952267,0.0004936131881549954,0.018282394856214523,0.0007237335084937513,0.020271319895982742,0.000782134709879756,0.023476142436265945,0.0009413178195245564,0.0342959926702902,0.004278030898045468,0.05023253637728017,0.004408685159287361,0.05457680312362134,0.0011864369590174886,0.09659526497125626,0.00464864494279027,0.11515608429908752,0.005545179825276136
27,7602,-99.0,0.0010838238522410393,5.812802555738017e-05,0.0025223412085324526,0.00010813118569785729,0.00722358888015151,0.0002635862329043448,0.011758169159293175,0.0006750042084604502,0.014786956831812859,0.000718559545930475,0.019731844945995794,0.003875476230339093,0.03120459838454801,0.004224793982192916,0.03297780350917216,0.001452472662337765,0.0739407166838646,0.0037538474425673485,0.12894925475120544,0.0061334362253546715
28,1834,0.74693614,0.034656625241041183,0.001130920834839344,0.04411250352859497,0.0014256819849833846,0.04935401305556297,0.001627531717531383,0.05478282645344734,0.001803310471586883,0.06159880757331848,0.0020867311395704746,0.0776570916775326,0.004366583346690052,0.1334546028278595,0.004035134541369968,0.1530773464462954,0.0013691924072477808,0.24064956605434418,0.011180617846548557,0.2866854667663574,0.01357987243682146
29,11420,0.3790446,0.004293008241802454,0.0001856608723755926,0.006788041442632675,0.00033089291537180543,0.019239814952015877,0.0007812590920366347,0.02787903882563114,0.0010341248707845807,0.03843100741505623,0.0013657188974320889,0.04942234406785736,0.00440614357820032,0.08796690363504776,0.004315194768865795,0.09259072192506052,0.00150357016352243,0.07152097672224045,0.004143018741160631,0.06966281682252884,0.0036381941754370928
30,15011,-99.0,0.002133350819349289,0.00015900579455774277,0.003821911523118615,0.00021534855477511883,0.009268305264413357,0.0005097672692500055,0.018597470596432686,0.0007093757740221918,0.025470463559031487,0.0010460128542035818,0.032934649480191314,0.004256121505613296,0.06858860715734941,0.004400546379242189,0.07254833122907996,0.0013173039735765277,0.11211349815130234,0.005442821886390448,0.14020609855651855,0.006683907471597195
31,11880,0.9620156,0.008478306233882904,0.0003531566180754453,0.009097490459680557,0.00042396329808980227,0.0107174813747406,0.000618570193182677,0.013887664303183556,0.0006120436009950936,0.01996573992073536,0.0009882105514407158,0.03300971807529004,0.004257390135923498,0.05626913424359258,0.004418359047230113,0.06153336736419147,0.0013911569460342014,0.10190317034721375,0.004926927853375673,0.11907484382390976,0.005760993808507919
32,19608,0.4217938,0.003971398342400789,0.00025319168344140053,0.008031276054680347,0.00044406874803826213,0.024974683299660683,0.0008819022332318127,0.0429505854845047,0.0015306107234209776,0.06237708404660225,0.002144788159057498,0.11555535326325694,0.004147901899280251,0.20188897814072337,0.003680153710778243,0.16954986910043723,0.0015537723340338717,0.18554842472076416,0.009021921083331108,0.17131879925727844,0.008084097877144814
33,6430,1.358081,0.010029623284935951,0.0003503385232761502,0.00938069075345993,0.0004402836493682116,0.012949740514159203,0.0005788703565485775,0.01368123758584261,0.0006035499973222613,0.013765426352620125,0.0007470656419172883,0.014029304219399241,0.003546324866956286,0.02865507424752146,0.004170576967673017,0.03289954596488704,0.001193713987198242,0.057520706206560135,0.0034677176736295223,0.07303141057491302,0.004452908877283335
34,10532,0.6788668,0.004147619940340519,0.00026766903465613723,0.007699024863541126,0.00048647550283931196,0.024021627381443977,0.000938214419875294,0.0429181270301342,0.001447111601009965,0.05145076662302017,0.0017909964080899954,0.07086465669195603,0.004393314093658228,0.1548453155033488,0.003907982319903472,0.16005278667089348,0.0016221330842983179,0.2766752541065216,0.013812808319926262,0.20155474543571472,0.009742756374180317
35,27123,-99.0,0.0018048143247142434,0.0001882260403363034,0.0027534246910363436,0.00024111074162647128,0.006975554395467043,0.0005677417502738535,0.01383739709854126,0.0006110030808486044,0.01936962641775608,0.0010051032295450568,0.03151447900780922,0.004230709528416558,0.04491261235393391,0.004385483696432602,0.05310823085674712,0.0009325822871578942,0.0818883627653122,0.004671898204833269,0.08386185020208359,0.004128205124288797
36,1001,0.3996459,0.010905444622039795,0.00037830034852959216,0.015378196723759174,0.0006044161855243146,0.03912155330181122,0.001415161183103919,0.04585852846503258,0.0015645555686205626,0.0647369921207428,0.002208479680120945,0.07681909876673311,0.004370245421813302,0.12202114308428968,0.0041068638264519924,0.14625566326966283,0.00164561919219355,0.12609489262104034,0.006540369242429733,0.13598962128162384,0.006449908949434757
37,21925,1.441816,0.023065295070409775,0.0007567023858428001,0.020452376455068588,0.0007211292977444828,0.03075261227786541,0.0011993978405371308,0.030315615236759186,0.0010873490246012807,0.030594972893595695,0.0014156874967738986,0.03495762104443771,0.004287874283569814,0.04383743074378563,0.004378735486479997,0.039163507723555854,0.0009296179589181516,0.08659610897302628,0.004912182688713074,0.12042107433080673,0.0061682588420808315
38,2022,0.7309,0.003854175563901663,0.00024040085554588586,0.006426218897104263,0.00033709968556649983,0.010186189785599709,0.0004188057209830731,0.017886267974972725,0.0006969558889977634,0.025274043902754784,0.0010319182183593512,0.032771319416462184,0.004253336103516387,0.06646057385986606,0.004406373853401322,0.06663965836075497,0.0012451583151987262,0.10393692553043365,0.0049838111735880375,0.12180797755718231,0.005831368733197451
39,640,0.934323,0.05891481414437294,0.0019091104622930288,0.06654639542102814,0.0021465017925947905,0.07859811186790466,0.0025600295048207045,0.07788713276386261,0.0025370244402438402,0.08310354501008987,0.0027318040374666452,-99.0,-99.0,-99.0,-99.0,0.14712936336908825,0.0010067256923581023,0.4899154305458069,0.022612927481532097,0.7340978384017944,0.033936697989702225
40,29662,1.060189,0.004200052469968796,0.00018193089636042714,0.005312622059136629,0.0001883027289295569,0.009060658514499664,0.0004966615233570337,0.01179150678217411,0.0005679107271134853,0.014822041615843773,0.0007913649897091091,-99.0,-99.0,-99.0,-99.0,0.03733163155708837,0.000781029559151069,0.07633204013109207,0.003893686458468437,0.09447162598371506,0.004684559069573879
41,10265,1.238741,0.028007181361317635,0.000924613734241575,0.03234155476093292,0.00109620182774961,0.03860793635249138,0.0013121397932991385,0.041878409683704376,0.0014001026283949614,0.04421503096818924,0.001546697225421667,0.04496313641094761,0.004385782160578487,0.08509161761355505,0.004330545559669926,0.09366150376736997,0.0012991654527149477,0.17522947490215302,0.008176837116479874,0.2587401270866394,0.012011490762233734
42,18541,-99.0,0.0013330099172890186,6.88403524691239e-05,0.0010905491653829813,9.152404527412727e-05,0.0022756594698876143,0.0001066761469701305,0.003843286307528615,0.0006075368728488684,0.004447780549526215,0.0014673525001853704,0.01620579758545952,0.0036905778922783866,0.03525463206512047,0.0042921299710889,0.04238902306603036,0.0011376957259463768,0.05987757816910744,0.003172900527715683,0.0734836608171463,0.0037108284886926413
43,27237,0.5794078,0.008171001449227333,0.0003103826311416924,0.010510935448110104,0.0003940849856007844,0.02400585263967514,0.0009408204932697117,0.03777832165360451,0.0013015600852668285,0.04727121815085411,0.0017274474957957864,0.09198969231873055,0.0042927015618415615,0.14670281455500128,0.003954995959345619,0.1541465243356664,0.0013927835125247525,0.15736955404281616,0.00794550497084856,0.1199476420879364,0.005784320645034313
44,9545,1.000213,0.0011347546242177486,0.00017896133067552,0.001406542374752462,0.00026420343783684075,0.0018300747033208609,0.00030944711761549115,0.003876345930621028,0.0005594678805209696,0.006108751054853201,0.0010723782470449805,0.011082161662572535,0.003299781397262485,0.01344320457375835,0.0035025387929182293,0.014585903798081244,0.0010303219940465496,0.01866835728287697,0.001779128797352314,0.018300354480743408,0.0016931520076468587
45,20633,1.0905,0.016242731362581253,0.000560111366212368,0.015216050669550896,0.0005282416241243482,0.018582165241241455,0.0007095899200066924,0.018549444153904915,0.0007382744224742055,0.019706157967448235,0.000836435763631016,0.02933365503929125,0.004186022134782205,0.04646229709340492,0.004393911461085264,0.05086532407351379,0.000846603087164401,0.12232530862092972,0.005835582967847586,0.16338028013706207,0.0076590715907514095
46,21315,1.5149,0.00932276900857687,0.0003528954985085875,0.009049748070538044,0.0003400682471692562,0.011742128059267998,0.0005342297372408211,0.013281083665788174,0.0006066652131266892,0.0132707254961133,0.0007846216321922839,0.02700602863897851,0.004129660014793508,0.030009109815885365,0.0042006452192126275,0.03035173503260618,0.0008049333437270386,0.05787975341081619,0.003027073573321104,0.08092307299375534,0.004032445605844259
47,25543,0.501173,0.0009558301535435021,0.0001469904964324087,0.002878492930904031,0.0002262371708638966,0.0111128780990839,0.0005841213860549033,0.019860606640577316,0.0007787456852383912,0.027304861694574356,0.0011369797866791487,0.04890638242915607,0.004404351907126373,0.06426193468530146,0.004411340799237562,0.07002027234641127,0.0011071006223084584,0.057491570711135864,0.0030743442475795746,0.058671895414590836,0.0030294861644506454
48,7211,-99.0,0.0032588685862720013,0.00018474961689207703,0.004359153565019369,0.00022472262207884341,0.006356628146022558,0.00037864784826524556,0.009877829812467098,0.00045946455793455243,0.012534821406006813,0.0006721870740875602,0.01365271308822284,0.0035184569371451892,0.023159677815101767,0.0040124749363685056,0.027956571469081815,0.001166480701519932,0.03486841544508934,0.0023151631467044353,0.0537567064166069,0.0028844738844782114
49,16653,2.24,0.00906439870595932,0.00029405567329376936,0.011219494044780731,0.0003682429960463196,0.018652984872460365,0.000842378125526011,0.02611272782087326,0.000931340386159718,0.03659839928150177,0.0013899983605369925,0.04980662796528812,0.004407389851606553,0.0785246394388806,0.004362697134138896,0.08235069131386914,0.0009337998918528801,0.09250631183385849,0.004511069972068071,0.13416746258735657,0.0063305930234491825
50,23849,0.2263159,0.017600560560822487,0.0006955693825148046,0.07636813819408417,0.002542397240176797,0.25235968828201294,0.008176218718290329,0.46621429920196533,0.015104450285434723,0.6028006672859192,0.019550757482647896,0.8554966687278963,0.005366676840055452,1.1804250621451258,,1.0972790928716978,0.0029808910311596324,0.5482218265533447,0.026053249835968018,0.45863038301467896,0.022006187587976456
51,46884,0.04529315,0.32263287901878357,0.010427180677652359,0.7371350526809692,0.02378254011273384,1.1973299980163574,0.038615599274635315,1.5224671363830566,0.04910425469279289,1.7582342624664307,0.05674005672335625,2.1889683726143314,,2.1850821709205603,,2.1055383065289193,0.0081705930480882,1.1068803071975708,0.05189633369445801,0.7216665148735046,0.03434720262885094
52,6639,0.7186887,0.21459057927131653,0.00691986083984375,0.2821735739707947,0.009102401323616505,0.29174256324768066,0.009412611834704876,0.3314591646194458,0.010691765695810318,0.3249516785144806,0.010502832941710949,-99.0,-99.0,-99.0,-99.0,0.7588308880090441,0.0022962436307858492,1.7844572067260742,0.08219050616025925,2.502066135406494,0.11523821949958801
53,49319,2.6374662,0.03304938226938248,0.0010812506079673767,0.053703486919403076,0.0017498802626505494,0.06641622632741928,0.0021658362820744514,0.07162930816411972,0.00233374978415668,0.08262839913368225,0.002726183971390128,-99.0,-99.0,-99.0,-99.0,0.08142959669181332,0.0013289523215038164,0.09716686606407166,0.004699706099927425,0.13570581376552582,0.006460442673414946
54,32809,1.373891,0.005130520090460777,0.0006767558516003191,0.005485876463353634,0.0003001403820235282,0.0107058584690094,0.0005596477421931922,0.012101353146135807,0.0006975434371270239,0.013990563340485096,0.0008245563949458301,-99.0,-99.0,-99.0,-99.0,0.03469248924699075,0.0012496372192160959,0.10254212468862534,0.004947673063725233,0.17660470306873322,0.008621965534985065
55,69568,1.107525,0.032854992896318436,0.0010602165712043643,0.032708633691072464,0.0010569191072136164,0.042274702340364456,0.0014033247716724873,0.040341779589653015,0.0013461988419294357,0.04000196233391762,0.0013950772117823362,0.05349439227399432,0.004415805680745934,0.08469209285362879,0.004332623820374227,0.06334188103525967,0.0013878798682995226,0.2717303931713104,0.012638975866138935,0.4362190365791321,0.02016325481235981
56,47592,0.7897304,0.0008690366521477699,0.0001874329464044422,0.0022128077689558268,0.000280703796306625,0.006362053565680981,0.00047305450425483286,0.013721448369324207,0.0006071836105547845,0.020777668803930283,0.0009316181531175971,0.03424656397486912,0.00427727496562947,0.06898059867292364,0.004399371488930915,0.06697185730887113,0.0013469517028039278,0.10935868322849274,0.005261528305709362,0.12515248358249664,0.005919353105127811
57,42826,0.7334824,0.001847771112807095,0.0001840832264861092,0.003436451544985175,0.00026517632068134844,0.010276817716658115,0.0004805845092050731,0.02243269607424736,0.0008997989352792501,0.038915056735277176,0.001421248889528215,0.06292418459459602,0.004413789443666694,0.14693752519868275,0.00395361461980939,0.15586127749968795,0.0017803307969188134,0.26978355646133423,0.012560484930872917,0.3230767548084259,0.014951296150684357
58,51636,0.4185443,0.022922061383724213,0.0007716863765381277,0.028716498985886574,0.0010203373385593295,0.07218360900878906,0.0024073002859950066,0.08391090482473373,0.0027532053645700216,0.11238837242126465,0.0038673870731145144,0.16571944651077966,0.0038483746623372336,0.2847412442177728,0.003478364225944717,0.2816045207332272,0.002295176420205763,0.2504093050956726,0.012256593443453312,0.26376721262931824,0.012964683584868908
59,64093,1.582,0.0019367339555174112,0.00017642317106947303,0.002023459877818823,0.00026466307463124394,0.0032044965773820877,0.0003308829909656197,0.004436475690454245,0.00038422990473918617,0.0043075596913695335,0.0005249903770163655,0.01461577259772221,0.003587907476285436,0.021498922146794438,0.003950542823146759,0.023074106741958835,0.0011452623562618813,0.03618623688817024,0.0022056791931390762,0.046588167548179626,0.002747372956946492
60,47942,0.6121494,0.1799042969942093,0.005801063030958176,0.23062731325626373,0.007436850108206272,0.2548595368862152,0.008223765529692173,0.29418832063674927,0.009491871111094952,0.26807504892349243,0.00866120308637619,-99.0,-99.0,-99.0,-99.0,0.29265185412670963,0.0013103708563470002,0.6184900403022766,0.028522470965981483,0.7969462275505066,0.03673436865210533
61,51319,0.3748477,0.0034407356288284063,0.0002344754320802167,0.012693512253463268,0.0006274543120525777,0.05922483652830124,0.002017911057919264,0.11946866661310196,0.003992043435573578,0.1596737802028656,0.00554592814296484,0.18586549000604505,0.003748712273134118,0.2870697067929978,0.0034761845378928455,0.3691010777276697,0.003756864039259014,0.2929067611694336,0.01432894729077816,0.1957186609506607,0.009158517234027386
62,62568,0.6803501,0.008563926443457603,0.0003353484789840877,0.012499455362558365,0.0005046490696258843,0.01992432028055191,0.0008579054847359657,0.029942860826849937,0.0011100232368335128,0.03724806755781174,0.0014141470892354846,0.062156118603651826,0.004414985412743824,0.13022179735664383,0.004055236125657501,0.13171931535441536,0.002011384958176672,0.16587643325328827,0.008389429189264774,0.10817991197109222,0.005282687954604626
63,36419,4.163786,0.0003947255027014762,6.486077472800389e-05,0.007017281837761402,0.00034752560895867646,0.07401565462350845,0.002407714491710067,0.08844037353992462,0.002872426761314273,0.09518054872751236,0.0031140476930886507,-99.0,-99.0,-99.0,-99.0,0.22814174077112037,0.0014722436155167728,0.46668967604637146,0.021558959037065506,0.337385892868042,0.015613348223268986
64,34941,2.700142,0.003548364620655775,0.00047320433077402413,0.009286466985940933,0.0009053611429408193,0.012300761416554451,0.0010602283291518688,0.01795266754925251,0.0016876845620572567,0.020306944847106934,0.001927103498019278,-99.0,-99.0,-99.0,-99.0,0.05272537664345654,0.0013244868959852972,0.1030498594045639,0.0049809799529612064,0.1504576951265335,0.007176025304943323
65,46389,0.5396827,0.00379201490432024,0.0001393278653267771,0.005002817139029503,0.00030905724270269275,0.010784106329083443,0.0005437987856566906,0.015071090310811996,0.0007703980663791299,0.017563488334417343,0.0010030172998085618,0.025715113530653713,0.004093977850872512,0.026769667370979564,0.004123377717276226,0.03188787113443563,0.0014698455511390689,0.019320085644721985,0.0011419575894251466,0.015437176451086998,0.0009963635820895433
66,34365,0.7470904,0.015893390402197838,0.001354390406049788,0.024610372260212898,0.0009359424584545195,0.034154023975133896,0.0011095225345343351,0.028000207617878914,0.0009959442541003227,0.028993189334869385,0.0015537816798314452,-99.0,-99.0,-99.0,-99.0,0.05879591558713596,0.001315644995079608,0.12203051894903183,0.005822384264320135,0.15493881702423096,0.007290503941476345
67,66102,1.1108,0.016332710161805153,0.0005565306637436152,0.01739029958844185,0.0006511126412078738,0.022201351821422577,0.0007599233067594469,0.020314784720540047,0.0009730140445753932,0.02073669619858265,0.0009046001359820366,0.022691307835425525,0.003995783866622132,0.05621410180857701,0.004418336731621106,0.043724910590405605,0.0013775245984006207,0.10144589841365814,0.004969548899680376,0.14139266312122345,0.006733526010066271
68,35843,1.067276,0.006492748390883207,0.00021459886920638382,0.007797050755470991,0.00036049014306627214,0.012920078821480274,0.0005377139896154404,0.01359547022730112,0.000575858517549932,0.01580672338604927,0.0009853109950199723,-99.0,-99.0,-99.0,-99.0,0.04195560297551945,0.0012172447385593514,0.0960882157087326,0.004759696777909994,0.12360487133264542,0.00585440406575799
69,71918,0.4166822,0.005427294410765171,0.00027016279636882246,0.019666463136672974,0.0008075247751548886,0.09464864432811737,0.003188507165759802,0.10402510315179825,0.0034076462034136057,0.14459332823753357,0.004732970613986254,0.2364228360099672,0.003565546386804716,0.43068525520923184,0.0036325632918316163,0.4754748605711445,0.0033531863705660815,0.3240596055984497,0.01570497639477253,0.29957446455955505,0.01461534108966589
70,69864,0.2262688,0.012614179402589798,0.0005236013093963265,0.051290541887283325,0.0017348561668768525,0.16856025159358978,0.005469521041959524,0.21273797750473022,0.006874625105410814,0.2662907838821411,0.008613388985395432,0.46172224468964257,0.003725850038098552,0.6973712680100215,0.0047648508431129616,0.7036944978011426,0.0030685166504615165,0.3562094271183014,0.017051342874765396,0.3379446864128113,0.016385365277528763
